,demo_id,demo_round_id,round_start_tick,weapon_fire_id,team,detonation_raw_x,detonation_raw_y,detonation_raw_z,throw_from_raw_x,throw_from_raw_y,throw_from_raw_z,throw_tick,detonation_tick,LABEL,TYPE,map_name
0,5158,46311,159689,6573932,CT,448.495,3380.3,222.468,864.899658203125,2389.01025390625,144.062393188477,13344,13566.0,True,flashbang,de_inferno
1,5595,55563,397002,7899867,T,778.686,2274.62,137.793,455.041687011719,3182.33227539062,160.03125,11044,11352.0,True,smoke,de_inferno
2,5596,55589,305379,7903151,T,1447.97,896.635,144.474,-279.96875,-268.96875,29.1819629669189,3193,3871.0,True,smoke,de_inferno
3,5596,55595,397002,7904064,T,2717.18,318.481,552.741,1880.82556152344,571.3973388671881,222.03125,10406,10628.0,True,flashbang,de_inferno
4,788,42597,71501,6039404,T,313.638,2291.22,396.449,1166.62463378906,2799.95068359375,127.64159393310499,2873,3095.0,True,flashbang,de_inferno
5,5158,46307,90876,6573217,T,1060.25,294.166,518.51,1505.0830078125,1016.01098632812,154.168029785156,2560,2783.0,False,flashbang,de_inferno
6,5488,52756,104552,7516263,T,2540.26,-23.9276,86.0312,1404.03845214844,-33.626251220703104,130.03125,13347,13571.0,True,molotov,de_inferno
7,5452,51762,61398,7371016,CT,196.208,1777.1,123.45299999999999,93.76732635498051,1052.43762207031,80.9291915893555,3041,3301.0,True,smoke,de_inferno
8,5596,55589,305379,7903176,CT,436.81699999999995,2213.56,336.98400000000004,860.1215209960941,2114.5908203125,157.17936706543,4353,4577.0,True,flashbang,de_inferno
9,5668,57540,369478,8175020,T,88.3737,1284.73,92.5763,273.96875,1346.36047363281,106.03125,3630,3678.0,True,smoke,de_inferno
10,5158,46316,240989,6574849,T,282.949,1806.62,126.56299999999999,51.769813537597706,848.8556518554691,69.65310668945311,2748,2889.0,True,molotov,de_inferno
11,5158,46316,240989,6574847,T,1222.59,43.1049,256.031,-239.601486206055,-89.22900390625,27.275575637817397,2537,2811.0,True,molotov,de_inferno
12,5596,55588,287225,7903011,T,1424.49,957.828,149.22899999999998,785.003662109375,-300.96875,98.93508911132808,8612,9286.0,True,smoke,de_inferno
13,5452,51764,79414,7371388,CT,242.52599999999998,1793.22,123.73700000000001,827.0991821289059,2177.44409179688,142.03125,4699,4983.0,True,smoke,de_inferno
14,5614,56023,43327,7967028,CT,2294.8,455.17699999999996,158.861,2500.87353515625,-350.520172119141,81.83738708496091,16219,16441.0,False,flashbang,de_inferno
15,5452,51782,338199,7374167,CT,155.476,2050.59,413.99699999999996,973.1017456054691,2781.99853515625,136.94290161132798,5264,5484.0,True,flashbang,de_inferno
16,644,44402,189404,6301191,T,1280.85,2595.04,226.673,1130.03125,2809.19677734375,130.341751098633,2562,2784.0,False,flashbang,de_inferno
17,5158,46324,356588,6576208,CT,889.455,2559.33,147.031,-798.888793945312,517.4613037109381,-30.072725296020497,2547,3561.0,False,smoke,de_inferno
18,5596,55589,305379,7903196,CT,1338.05,106.397,130.031,1467.74255371094,316.393463134766,133.233306884766,4661,4893.0,False,smoke,de_inferno
19,596,42757,199026,6066313,CT,1411.55,-119.802,132.005,1589.64636230469,-91.3864974975586,130.933212280273,7603,7885.0,False,smoke,de_inferno
20,5452,51764,79414,7371438,T,1017.32,2665.23,132.061,330.921112060547,1634.92517089844,122.03125,6823,7371.0,False,smoke,de_inferno
21,645,42497,413555,6024713,CT,934.415,2774.83,129.694,582.3236083984381,1873.03125,133.019622802734,5665,5951.0,True,smoke,de_inferno
22,5500,53073,50624,7555900,CT,1845.73,-204.199,258.031,2096.31176757812,-245.34143066406202,292.03125,8978,9188.0,True,smoke,de_inferno
23,5596,55589,305379,7903154,CT,1091.58,2143.15,616.092,691.03125,2234.140625,138.030838012695,3483,3705.0,True,flashbang,de_inferno
24,5488,52762,175019,7516882,T,2650.34,-49.9462,432.25800000000004,1832.36901855469,335.463500976562,160.03125,14643,14865.0,True,flashbang,de_inferno
25,5596,55583,206904,7902233,T,1409.35,368.111,129.398,295.937377929688,644.000305175781,20.03125,4515,4983.0,True,smoke,de_inferno
26,5596,55582,187969,7902131,T,990.155,2715.93,129.64700000000002,616.941955566406,1991.95642089844,129.704177856445,14023,14231.0,True,smoke,de_inferno
27,5158,46324,356588,6576231,T,1279.88,-346.60400000000004,258.031,1442.84631347656,-339.75537109375,256.03125,3416,3622.0,True,smoke,de_inferno
28,5614,56023,43327,7966908,T,350.04900000000004,1749.2,223.583,841.9796752929691,2395.95678710938,142.032302856445,3155,3377.0,True,flashbang,de_inferno
29,5158,46311,159689,6573910,CT,1060.97,2696.81,129.934,416.465515136719,1768.67138671875,128.562057495117,9670,10500.0,True,smoke,de_inferno
30,5596,55571,39015,7900489,T,52.0916,1264.71,94.0626,739.4153442382809,2212.21118164062,136.90364074707,3941,4145.0,False,smoke,de_inferno
31,5546,54179,182393,7701153,T,1526.97,322.69,137.351,2509.74365234375,-273.42071533203097,84.4648818969727,7775,8169.0,True,smoke,de_inferno
